Source,Target,type_of_content
freesandstorm,ScienceNews,Retweet
ladyhatsu,ryanstruyk,Retweet
Only_rock_radio,Only_rock_radio,Tweet
perfkast,jimsciutto,Retweet
Dis_labeledVet,GregAbbott_TX,Retweet
angelinabayani,brown_skin_rose,Retweet
SamaelGoldBear,BuffSherk,Reply
SamaelGoldBear,BuffSherk,Mention
SamaelGoldBear,dropkickbearcat,Mention
elvislver56,clearing_fog,Retweet
elvislver56,MingGao26,Mention
GuySurfside,Kenzoness,Retweet
TheTranshuman,tedlieu,Retweet
MattHuebner43,ProFootballTalk,Retweet
PNWTransit,PNWTransit,Tweet
ishgooda_l,adamgoldmanNYT,Retweet
ziyaziba,JonLemire,Retweet
BorinquenSun,NYTHealth,Retweet
BauxB93,THV11,Retweet
pwrcorrupts,marcorubio,Retweet
MsCynMet,NBCDFW,Retweet
jlekhrajani,jacinta_nicole_,Retweet
scottgallahad,jimsciutto,Retweet
chickenpotpie88,DineshDSouza,Retweet
jrgquintos2,GregAbbott_TX,Retweet
MyBellevue,debragarrett,Retweet
estimariam1,estimariam1,Tweet
Dyane357,paul_lander,Retweet
johnwhartle,DrTomFrieden,Retweet
stjohnwu,marcorubio,Retweet
stjohnwu,WHO,Mention
SirGoodGame,BNODesk,Retweet
GlobalTeam100,washingtonpost,Retweet
jasharry11,BarackObama,Retweet
C666O,HKWORLDCITY,Retweet
C666O,WHO,Mention
C666O,rthk_news,Mention
lauriedosage,TobiRachel_,Retweet
_Afenggg,terrynuriman,Retweet
AmyMorinLCSW,AmyMorinLCSW,Tweet
usmousie,IChotiner,Retweet
RajabAliAbbasi5,Jerusalem_Post,Retweet
RajabAliAbbasi5,OmriNahmias,Mention
HareshSurhar,Dinesh_Jat_,Retweet
RachStevens26,Jay_Beecher,Retweet
phillyliveshows,blakesmustache,Retweet
jomcmahon,JackPosobiec,Retweet
CarleneGarriso6,kylegriffin1,Retweet
BethE1776,IngrahamAngle,Retweet
scottmac1955,vmbb12,Retweet
rikkitikki__,rikkitikki__,Tweet
Melissa82225794,JackPosobiec,Retweet
Carlanun,MoniqueOMadan,Retweet
Carlanun,MiamiHerald,Mention
SJMsuicidal,BulldogMama1,Reply
SJMsuicidal,BulldogMama1,Mention
SJMsuicidal,WhoKnow72729456,Mention
SJMsuicidal,Cjl721,Mention
SJMsuicidal,peelmyavacado,Mention
SJMsuicidal,RealCandaceO,Mention
570Karen,tedlieu,Retweet
570Karen,realDonaldTrump,Mention
Jabanker,Jabanker,Tweet
tiz_here,karolcummins,Retweet
nymble9,njdotcom,Retweet
GooGwaba,Pandit_Ji_719,Retweet
GooGwaba,CorneliaLG,Mention
GooGwaba,KiranKS,Mention
perrypines,Breaking911,Retweet
ByrdEileen,AprilDRyan,Retweet
ByrdEileen,realDonaldTrump,Mention
DebiJackson50,jentaub,Retweet
raveninak,DrDenaGrayson,Retweet
raveninak,realDonaldTrump,Mention
Geohuffdc,danpfeiffer,Retweet
hawkt,craigmod,Retweet
joseluissantos,DrunkLiz1,Retweet
Ypifany_llc,Ypifany_llc,Tweet
mart_maurici,mart_maurici,Tweet
SamchanRyan,charliekirk11,Retweet
AdagogoBeKnown,AdagogoBeKnown,Tweet
dianafedez,jaketapper,Retweet
gilmergarciar,richardjensor,Retweet
KLF00383321,NYDailyNews,Retweet
marx_knopfler,tudsley,Retweet
marx_knopfler,marx_knopfler,Mention
RichardEDavies,TommyWiseau,Reply
RichardEDavies,TommyWiseau,Mention
RichardEDavies,gregsestero,Mention
RichardEDavies,TheRoom,Mention
erniefay,carolynryan,Retweet
lcasashildeshe1,SaraCarterDC,Retweet
lcasashildeshe1,toddstarnes,Mention
Neenah206,jimsciutto,Retweet
stkoko15,TobiRachel_,Retweet
jaliisah2,jrmkingston,Retweet
brooklynmarie,ChadLivengood,Retweet
Quirdam,clairlemon,Retweet
breslynrenz1,WayneMantykaCTV,Retweet
leahhsanchhez,brown_skin_rose,Retweet
aizuchi1,MiamiHerald,Retweet
CalebMather,JacobLusher,Retweet
csvari,WSJopinion,Retweet
csvari,DrJeffColyer,Mention
_umieeee_,spectatorindex,Retweet
AnaSierra123,marcorubio,Retweet
Nanamomforever,RealCandaceO,Retweet
anniekhh,ddale8,Retweet
kathykats24,WHO,Retweet
TexanRational,kylegriffin1,Retweet
JulieMilligan7,IngrahamAngle,Retweet
R1B1776,larryelder,Retweet
PanamaforTrump,GOP,Retweet
PanamaforTrump,Mike_Pence,Mention
colinmckellips,DavidLat,Retweet
es52643921,IngrahamAngle,Retweet
FloLake,HomelessScotla1,Retweet
iamzack_95,RhiFionn,Retweet
islanddreams123,mgrant76308,Retweet
hedleymdmm,hedleymdmm,Tweet
cimtrbl2,kfor,Retweet
MazymMary,catturd2,Retweet
riverlystar,aramajapan,Retweet
MartialFlawless,MartialFlawless,Retweet
MartialFlawless,Uber_Support,Mention
MartialFlawless,UberEats,Mention
LouiseKingston7,charliekirk11,Retweet
emljca,BorisJohnson,Mention
KelimexD,LawalSalako,Retweet
realdreamz9,Tore_says,Retweet
Lizzydawwg,DanRather,Retweet
NehaRai97043873,richaanirudh,Retweet
NehaRai97043873,BeingSalmanKhan,Mention
funnymouth,NHLAdamK,Retweet
citizen_beijing,Surabees,Retweet
denise_giesecke,BlueSea1964,Retweet
hester_hen,AliVelshi,Retweet
Marian_Writer,BeachMilk,Retweet
haven1406,ddale8,Retweet
sarita,nytimes,Retweet
asiaarozay,BNODesk,Retweet
dentonaut,wfaa,Retweet
nessiejones22,nessiejones22,Tweet
cryptobull8,AdamMilstein,Retweet
ebo210,SoccerNana,Retweet
bnhunter3273,PressSec,Retweet
bnhunter3273,realDonaldTrump,Mention
Coffeeisforclo1,Amy_GuthrieDF,Retweet
Z33k14,CNN,Retweet
rdsanders2,NPR,Retweet
Vishu58457821,Imamofpeace,Retweet
Richard60772251,IsraelAnderson,Retweet
Londonrose2020,ddale8,Retweet
JGonzalez817,TobiRachel_,Retweet
Dago70_2,Rickster_75,Retweet
paytontrimblee,TobiRachel_,Retweet
imjinnie,ddale8,Retweet
Domsca20x,wgatap2020,Retweet
Domsca20x,realDonaldTrump,Mention
realtipe,paulkrugman,Retweet
Acts1631_Jn316,grisel2606,Retweet
crzymom110,WayneDupreeShow,Retweet
MarvWaitforit,ddale8,Retweet
basskicker11,Inevitable_ET,Retweet
SportDrinkeR,NicoleArbour,Retweet
SportDrinkeR,BillGates,Mention
chocolate_esa,Reuters,Retweet
DuaneDrogitis,realDonaldTrump,Retweet
Izzystreet4,dinu01,Retweet
ls1228,jeremyherb,Retweet
ayethespy,ChristinePolon1,Retweet
JoeyReincarnat1,Orcusa1,Retweet
FullOSchmidt,SpreadTruth,Retweet
MrNixonsWife,bcubit33,Retweet
gX4IK76J9YqkHEn,marcorubio,Retweet
lijinfeng15,RaheemKassam,Retweet
daisy_droplet,BetteMidler,Retweet
FritzLuke2,Barnes_Law,Retweet
knitsyo,Sej_Singh,Retweet
WhiteKombo100,KamVTV,Retweet
jacbermudez,j7eon,Retweet
nashleyyyyy,chrisjollyhale,Retweet
LatinFlower61,jeremyherb,Retweet
Chumes_,SethAbramson,Retweet
giffyfit,fred_guttenberg,Retweet
DaBirdDaPlane,MarshaBlackburn,Retweet
FMJohnson530,Yamiche,Retweet
FMJohnson530,JDiamond1,Mention
sankalots,IChotiner,Retweet
SpiroAgnewGhost,ryanstruyk,Retweet
SpiroAgnewGhost,CNN,Mention
pattmlatimes,ianbremmer,Retweet
mark_vallen,esotouric,Mention
rp_toro,ChuckCallesto,Retweet
Chiefs_Kingdom_,ryanstruyk,Retweet
Chiefs_Kingdom_,CNN,Mention
ProChoiceKills,marcorubio,Retweet
brenda_murban,meaganmday,Retweet
btc4723,RyanAFournier,Retweet
rosemaryindiana,HoodlumRIP,Retweet
rosemaryindiana,realDonaldTrump,Mention
DariaBilowus,ChrisDca,Retweet
abenja1,MeridianMaps,Retweet
robinjpearson,jayrosen_nyu,Retweet
ANewDecade2020,MSNBC,Mention
ANewDecade2020,CNN,Mention
ANewDecade2020,realDonaldTrump,Mention
NYTScience,NYTScience,Tweet
gettingconfetti,JuddLegum,Retweet
rajeshshenoy63,ashokatluri,Retweet
rajeshshenoy63,ashwani_mahajan,Mention
lamourpourlavie,FrancisBrennan,Retweet
sansaangel,sansaangel,Tweet
ManByTheBay,AndyBiotech,Retweet
CarolBaume,Amy_Siskind,Retweet
Joe_Bigay,ddale8,Retweet
Beege1117,umichmedicine,Retweet
rainteacats,Bob_Wachter,Retweet
rainteacats,katiehafner,Mention
rainteacats,nytimes,Mention
TheKoreaHerald,TheKoreaHerald,Tweet
katepghfan,jaketapper,Retweet
PinkQueen627,PinkQueen627,Tweet
BookShann,ABC7Amarillo,Retweet
CoronaUpdateBot,news18dotcom,Retweet
mousie_4,Amy_Siskind,Retweet
Trinity_1,TomFitton,Retweet
Trinity_1,US_FDA,Mention
cherokeelaredo,Trey_VonDinkis,Retweet
Phoenix_Roronoa,Phoenix_Roronoa,Tweet
Showsha_in,news18dotcom,Retweet
lifegarcia,real_defender,Retweet
DocWoc71,Darcy_ID_doc,Retweet
stanleythornton,Bob_Wachter,Retweet
stanleythornton,katiehafner,Mention
stanleythornton,nytimes,Mention
megbenitez,dgscott2,Retweet
PavanRPatel,jimsciutto,Retweet
theleadernews,theleadernews,Tweet
WhoNeedsGoals,CaliaDomenico,Retweet
blh8287,JackPosobiec,Retweet
sailingopen,nytimes,Retweet
TheNateyH,DavidLat,Retweet
cathikashkaani,intelligencer,Retweet
rachelmeganh,DavidLat,Retweet
ombhattacharya,ShekharGupta,Retweet
EnvyMyCharisma,Chill_Will151,Retweet
MassageForPros,TobiRachel_,Retweet
inky_mark,dirtroadliving1,Retweet
Eros_Assoc,Eros_Assoc,Tweet
psk2045,jimsciutto,Retweet
nordawg1976,ddale8,Retweet
Helen121,Helen121,Tweet
Cam_Is_Like,fuckinalpamare,Retweet
micheledavis315,60Minutes,Retweet
Sir_Lea_,TobiRachel_,Retweet
NancyforTrump,intheMatrixxx,Retweet
Dragonfly_Drama,Dragonfly_Drama,Reply
michaelscoleman,keithboykin,Retweet
JPierreLeboeuf,CaliaDomenico,Retweet
artist_susie,Mike_Pence,Retweet
michaelgitter,Yamiche,Mention
ktcougar13,FoxNews,Retweet
Usha51980230,shankerjoshi001,Retweet
Usha51980230,lilmum55,Mention
Usha51980230,asharamjibapu_,Mention
llchase,Yamiche,Retweet
kelpiekelpo,dickgirIdiaries,Retweet
arun_rajaraman,YahooFinance,Retweet
scriptvenus,scriptvenus,Tweet
ShadowCooperX1,JuddLegum,Retweet
epacheco255,MeeksAZ,Retweet
gallerychapel,iquitsmoking1ja,Retweet
kesari_shivam1,priyankadeo,Retweet
saveusrepublic2,MichaelCoudrey,Retweet
lapetitepirpir,lapetitepirpir,Tweet
lhgmk2,EricTopol,Retweet
pokerwildcard,policeofficer,Retweet
bigfun08,NateSilver538,Retweet
RikoDoks,BleacherReport,Retweet
AssetReset,AssetReset,Retweet
AssetReset,markminervini,Mention
InduSah72016323,Dinesh_Jat_,Retweet
ThorpeLynden,AvonandsomerRob,Retweet
GirlsGoneRiled,AngrierWHStaff,Retweet
rachelquenzer,Amy_Siskind,Retweet
toni_iacobbo,toni_iacobbo,Tweet
DawnHunterton,TeamTrump,Retweet
DawnHunterton,realDonaldTrump,Mention
AmyRRawlings,MichaelCoudrey,Retweet
RafaelCL84,Lawrencekingfba,Reply
RafaelCL84,Lawrencekingfba,Mention
MAVann23,thedailybeast,Retweet
HailSweetSeitan,BobKarpDR,Retweet
christo61010538,DilleyShow,Retweet
TSumenn,DrDenaGrayson,Retweet
BernieDharma,SenSanders,Retweet
AliAyyanK1,itsaadee,Retweet
AliAyyanK1,ImranKhanPTI,Mention
Rockford_Guy,aaron_leib,Retweet
speedprayers,faith_talks_EP,Retweet
pnbaichan,jeremyherb,Retweet
michael_kaney,Alicia_Smith19,Retweet
JMandryk,Ginella_M,Retweet
PO66132234,Pismo_B,Retweet
corpuschristipp,LAFDtalk,Retweet
thecommimami,jenniferbaer,Retweet
JennieBHicks,DineshDSouza,Retweet
HecdoMondo,RekietaMedia,Retweet
HecdoMondo,SwordAndScale,Mention
tokopen2015,dailystar,Retweet
radiojondeek,jentaub,Retweet
G1rly_Tattooed,MAGAGwen,Retweet
indictEm,DilleyShow,Retweet
DebbiCornell,KamVTV,Retweet
k66465372,k66465372,Tweet
rxlady25,rxlady25,Tweet
DutyOfAPatriot,joshrogin,Retweet
Ijuswannabepow,Yamiche,Retweet
NormaPadron_,sklasko,Retweet
NormaPadron_,chrissyfarr,Mention
NormaPadron_,BonKu,Mention
snarkworthy,CREWcrew,Retweet
pegkeohangmail1,jimsciutto,Retweet
10Sswing,jayrosen_nyu,Retweet
CitizenDame1,File411,Retweet
CitizenDame1,JohnBoozman,Mention
Tilly5001,SkyNews,Retweet
snoopaugiedog,BetteMidler,Retweet
anchor_urvashi,anchor_urvashi,Tweet
leifux,RealSaavedra,Retweet
SuckItUpSquid,charliekirk11,Retweet
Raghav11031997,Imamofpeace,Retweet
AirWarrior1969,WayneDupreeShow,Retweet
MontcoCourtNews,ryanstruyk,Retweet
MontcoCourtNews,CNN,Mention
iamzack_95,theinquisitr,Retweet
MapleDryve,DanielNewman,Retweet
RoseCortopassi,RealCandaceO,Retweet
GOTBST,ChristinePolon1,Retweet
fm49685690,MarshaBlackburn,Retweet
mama_sue1959,jeremycorbyn,Retweet
bresla_linda,thehill,Retweet
LatinosProgres1,KamVTV,Retweet
maryannht,jeremyherb,Retweet
GrewalParveen71,danniaskini,Retweet
darhar981,GmanFan45,Retweet
darhar981,Inevitable_ET,Mention
darhar981,Mediaite,Mention
darhar981,Twitter,Mention
darhar981,RudyGiuliani,Mention
Moses6961261671,robbystarbuck,Retweet
priralyn,AngrierWHStaff,Retweet
Historys_Truth,proxcee,Retweet
TrojanScientist,IChotiner,Retweet
mrjaypeasmith,mrjaypeasmith,Tweet
JackieStoppel,DavidLat,Retweet
brushtwicedaily,B52Malmet,Retweet
RayRay12029378,Kintu3,Retweet
djibeoms,Koreaboo,Retweet
rmill51,jimsciutto,Retweet
twi_vinni,JamesTodaroMD,Retweet
AlewaInsa,Harshit_insan1,Retweet
AlewaInsa,Gurmeetramrahim,Mention
AlewaInsa,derasachasauda,Mention
Atitayasummasu1,TIME,Retweet
BilfromOtown,RollingStone,Retweet
GeekCollage,DrDenaGrayson,Retweet
GeekCollage,WHO,Mention
CarrieLafrenz,CarrieLafrenz,Tweet
bethfgr,TeamTrump,Retweet
bethfgr,JDiamond1,Mention
bethfgr,realDonaldTrump,Mention
JoeKoffee,mog7546,Retweet
JamesSJacob,keithboykin,Retweet
rickylancer,DeanObeidallah,Retweet
rickylancer,realDonaldTrump,Mention
kingslyj,kingslyj,Reply
ParthDhiman11,Sonuinsa7771,Retweet
david__simon,david__simon,Tweet
briandabullet,newvisionwire,Retweet
bebe__2015,NumbersMuncher,Retweet
bebe__2015,jaketapper,Mention
sundene,IlvesToomas,Retweet
sundene,TheRickWilson,Mention
dubplatedoris,mrsrats,Retweet
lpolgreen,ryanstruyk,Retweet
lpolgreen,CNN,Mention
VollrathTammie,IngrahamAngle,Retweet
leigh_ismail,joncoopertweets,Retweet
FrederickHayn13,CBSNews,Retweet
News18Buzz,news18dotcom,Retweet
DeploraBert,CallingBSonU,Retweet
hypervocal,hypervocal,Tweet
qamariqbal026,ndtv,Retweet
Richard42957335,JudicialWatch,Retweet
tcbutler001,BlondieVex,Retweet
lucky348,joe_warmington,Retweet
lucky348,YRP,Mention
DenisKi00557142,JoeNBC,Retweet
aietlme,AFP,Retweet
chrisbriem,ianbremmer,Retweet
postcards4USA,shannonrwatts,Retweet
wmd404,SethAbramson,Retweet
hermeticis,nhprman,Retweet
thom_nelsen,real_defender,Retweet
thom_nelsen,realDonaldTrump,Mention
thom_nelsen,larry_kudlow,Mention
thom_nelsen,MariaBartiromo,Mention
cleopolitical,KaganSuer,Retweet
cleopolitical,maggieNYT,Mention
5277_665,CheriJacobus,Retweet
5277_665,billboard,Mention
Stormystepsdown,jimsciutto,Retweet
aoa_100,NewsMTA,Retweet
AdamSarnstrom,ryanstruyk,Retweet
AdamSarnstrom,CNN,Mention
kwitmeyer,HamillHimself,Retweet
mjaninehobbs,Yamiche,Retweet
mjaninehobbs,JDiamond1,Mention
deepen915,ryanstruyk,Retweet
deepen915,CNN,Mention
agk_amy,charliekirk11,Retweet
dwallacewells,YaleE360,Retweet
bhushan_gyan,bhushan_gyan,Tweet
fulcrumcwi,cybersecboardrm,Retweet
zeabraa,chrisjollyhale,Retweet
michaelcozens,ALABSeries,Retweet
sassygal56222,ryanstruyk,Retweet
sassygal56222,CNN,Mention
wandaology,wandaology,Tweet
TimEBrutus,TimEBrutus,Tweet
louisedonmal,JoeNBC,Retweet
Tzila_,thebradfordfile,Retweet
GrampTorino,DigiByteMike,Retweet
ToshoyBrown,CNN,Retweet
sengkim123,sengkim123,Tweet
TheMakAttak,OfficialPCMR,Retweet
YssGzb,MUMGzb,Retweet
YssGzb,AshramGzb,Mention
YssGzb,AshramBlr,Mention
YssGzb,ashramgoregaon,Mention
YssGzb,AshramSgr,Mention
YssGzb,AshramJodhpur,Mention
YssGzb,AshramRajkot,Mention
YssGzb,LokKalyanSetu,Mention
YssGzb,VapiAshram,Mention
YssGzb,ashramnashik,Mention
joniandpeter,jeremyherb,Retweet
SimonYelloweag1,BlondieVex,Retweet
PottyByNature,ryanstruyk,Retweet
PottyByNature,CNN,Mention
DrOrtho9,Imamofpeace,Retweet
DEBS65020,thebradfordfile,Retweet
Jim22902687,heatherjones333,Retweet
Tristanswain11,Latrellnorm,Retweet
wooolta_ge,WuTangClan,Retweet
lemrrw,voxdotcom,Retweet
Elantara,capecodtimes,Retweet
Elantara,MassDPH,Mention
VelvetBarracuda,jimsciutto,Retweet
MrMikeII,JustinWolfers,Retweet
Boyingtonfr,dennisreports,Retweet
AmbriaBombshell,ryanstruyk,Retweet
AmbriaBombshell,CNN,Mention
vandayyt,ABC,Retweet
VetApologist,CattHarmony,Retweet
ibangel,ibangel,Tweet
magicskyway,bstnboy,Retweet
magicskyway,SecPompeo,Mention
BethanyGia,IamNurseTrish,Retweet
madplayersexual,mahtowin1,Retweet
Zhouniam11,WHO,Retweet
samuelbaris01,segalink,Retweet
nativeronin,NYDailyNews,Retweet
judets,steve_hanke,Retweet
Pwritchie67,Pwritchie67,Tweet
MaiTVFiji,MaiTVFiji,Tweet
techovation99,CTVNews,Retweet
thatannabennett,nytpolitics,Retweet
PKonchar,UniteCountryPAC,Retweet
PKonchar,FoxNews,Mention
AnneBelle62,pittman_george,Retweet
Cambria4DD,people,Retweet
TenKes_GL,j7eon,Retweet
PTthaGod,TobiRachel_,Retweet
Trumpguy24,RealJamesWoods,Retweet
kxtiecxx,bearnal34,Retweet
paulosaelias,AFP,Retweet
lorifiore,IngrahamAngle,Retweet
Len_Palajac,ezralevant,Retweet
stephhicks,AliVelshi,Retweet
KristyM9,IngrahamAngle,Retweet
Chumes_,SethAbramson,Retweet
weazoe,ryanstruyk,Retweet
lkmax071,ianbremmer,Retweet
ThatOneLynx,paulkrugman,Retweet
CathyFarrow1,picardonhealth,Retweet
isabel_monts,NYMag,Retweet
isabel_monts,jonathanchait,Mention
FullOSchmidt,SpreadTruth,Retweet
Caro_0723,CecilsJustice,Retweet
TylerZollars,WTOL11Toledo,Retweet
GGayla40,pushforward40,Retweet
racholiviaa,chrisjollyhale,Retweet
HartleyTarma,fred_guttenberg,Retweet
SeriousMommaDoe,juliebosman,Retweet
BonBon_1966,JoeBorelliNYC,Retweet
ganuco2,AdamMilstein,Retweet
Narjess_,T_Inglesby,Retweet
TVega29,atrupar,Retweet
Judith93470167,MoetBlindCat,Retweet
Judith93470167,catsofinstagram,Mention
aksharma209,DavidLat,Retweet
ziyaziba,PhilipRucker,Retweet
toncicaric,AndyBiotech,Retweet
werkhorse1012,HamillHimself,Retweet
BLAH_CITY,BLAH_CITY,Tweet
Celeste74132621,realDonaldTrump,Retweet
imwithhim45,marcorubio,Retweet
Reggiebub,BobKarpDR,Retweet
ThoughtsComedic,ThoughtsComedic,Tweet
RobotikaAutomat,JChengWSJ,Retweet
TSumenn,DrDenaGrayson,Retweet
TSumenn,StateDept,Mention
wamba138,RealJamesWoods,Retweet
CollinsHarper11,PoliticusSarah,Retweet
JoellePfennig,nytpolitics,Retweet
Leonor_Chaves,atrupar,Retweet
PatriotsDPVQ,aubrey_huff,Retweet
SarahD47684544,SarahD47684544,Tweet
BeHappyandCivil,jimsciutto,Retweet
alexayala78,VanJones68,Retweet
JasonRobergeVA,IngrahamAngle,Retweet
eilfile,jeremyherb,Retweet
KidBrickk,woozillaaaa,Retweet
petesrod,MingGao26,Retweet
SalehiKen,ianbremmer,Retweet
FTL18Julia,Travistritt,Retweet
BrimanMaxTroy,ladygaganownet,Retweet
CNNnews18,news18dotcom,Retweet
PaulParlon,kylegriffin1,Retweet
LuluWalcott1,nicgford,Reply
LuluWalcott1,nicgford,Mention
LuluWalcott1,SenSanders,Mention
LuluWalcott1,BernieSanders,Mention
LuluWalcott1,NBCNews,Mention
RWordplay,nytimes,Retweet
MissEMT37,JackPosobiec,Retweet
surfbro26,SethAbramson,Retweet
krose61912,CABRAXAS10,Retweet
pradhan__,AdamMilstein,Retweet
lamb_call,funder,Retweet
MichelleRowdy,CRRJA5,Retweet
MichelleRowdy,trish_regan,Mention
BuyMoreStocks,BeauTFC,Retweet
GregDeGug,JoeBorelliNYC,Retweet
SSKhan_Afg,DarlaShine,Retweet
Deborah29625572,RealCandaceO,Retweet
SameOldNancy,cnnbrk,Retweet
NDGilligan,NHLAdamK,Retweet
SBNOLAborn,Barnes_Law,Retweet
Jennife91770428,ChristianWhiton,Retweet
kalreyna,TobiRachel_,Retweet
eco_NO_mist,RobbinSimmons7,Retweet
jaimesevyn,JoeBorelliNYC,Retweet
eyeroll_smh,MarshaBlackburn,Retweet
leighannebrod,JoeBorelliNYC,Retweet
Someone_To_Hodl,SenTomCotton,Retweet
olivia_scholl,AdamMilstein,Retweet
kingbc83,chrisjollyhale,Retweet
Vigil01,RaymondArroyo,Retweet
Vigil01,realDonaldTrump,Mention
aliyamahmoood,aliyamahmoood,Tweet
nataliocosoy,AnthonyBoadle,Retweet
DonaldNSmith5,JasonMillerinDC,Retweet
R_Terouinard,PDChina,Retweet
chrysanthemoms,gerrycanavan,Retweet
MarkTho33412679,IvankaTrump,Retweet
MarkTho33412679,WhiteHouse,Mention
MarkTho33412679,CDCgov,Mention
MarkTho33412679,Apple,Mention
Nickel_ore,MOFA_Taiwan,Retweet
Nickel_ore,TaiwanenPeru,Mention
Rick_PotusPress,jsolomonReports,Retweet
seagraverick,CRRJA5,Retweet
seagraverick,trish_regan,Mention
susanbo93806217,99freemind,Retweet
susanbo93806217,drninashapiro,Mention
susanbo93806217,CCove99,Mention
CCnutson,willripleyCNN,Retweet
my_droane,IngrahamAngle,Retweet
itsamarjeet,WHO,Retweet
Joyzlyne,livechristian1,Retweet
marisueky,jeffrygc,Retweet
scnyny2,paulkrugman,Retweet
RandalCaffarel,SCMPNews,Mention
johnalanturner,JohnFea1,Retweet
PreachJonathan,AdamMilstein,Retweet
mishellcapri,CheriJacobus,Retweet
mishellcapri,billboard,Mention
RiseOfTheProles,catturd2,Retweet
Fiddlerofdooney,Mike_Pence,Retweet
ItsArmanLopez,keithboykin,Retweet
ruby24172978,jimsciutto,Retweet
idew2,JeffBlueWave1,Retweet
Ariiibabi,TobiRachel_,Retweet
Paradoxcreator1,MoetBlindCat,Retweet
Paradoxcreator1,catsofinstagram,Mention
tom40yrs,ArchKennedy,Retweet
tom40yrs,realDonaldTrump,Mention
beaniemurphy,SethAbramson,Retweet
cbtuck62,cbtuck62,Tweet
coltrxnex,ChadLivengood,Retweet
RobAbruzzese,RobAbruzzese,Tweet
KingDareDK,AngrierWHStaff,Retweet
CitizensJourn,CitizensJourn,Tweet
CathyFarrow1,picardonhealth,Retweet
YssGzb,YssGzb,Retweet
YssGzb,MUMGzb,Mention
YssGzb,AshramGzb,Mention
YssGzb,AshramBlr,Mention
YssGzb,ashramgoregaon,Mention
YssGzb,AshramSgr,Mention
YssGzb,AshramJodhpur,Mention
YssGzb,AshramRajkot,Mention
YssGzb,LokKalyanSetu,Mention
YssGzb,VapiAshram,Mention
YssGzb,ashramnashik,Mention
SebaMG44,SebaMG44,Tweet
roxannamm,spectatorindex,Retweet
sbs_balaji,rameshlaus,Retweet
Madhusu01524830,Naveen_Odisha,Retweet
march4teachers,cooperchip1,Retweet
Marian_Writer,BeachMilk,Reply
Marian_Writer,BeachMilk,Mention
Marian_Writer,BeachMilk,Mention
scheister,larryelder,Retweet
JimsTwitAct,Kintu3,Retweet
therepublicnews,jpencesports,Retweet
farmergray,TomFitton,Retweet
farmergray,DrJeffColyer,Mention
JOSHUAJREYNOLD1,olgaNYC1211,Retweet
Poke0904,brianstelter,Retweet
Poke0904,ddale8,Mention
Poke0904,tarasubramaniam,Mention
heytrit,heytrit,Tweet
robert_dandrea_,BNODesk,Retweet
Adhiraj68956960,alphacentauriii,Retweet
pocono_mtn,KamVTV,Retweet
joyettalynn,Yamiche,Retweet
karlinarml,nobisha,Retweet
LiotaRose,BNODesk,Retweet
wanderlusk_,chrisjollyhale,Retweet
SteveHo44290870,FOX13News,Reply
SteveHo44290870,FOX13News,Mention
artofuprising,erinmdurkin,Retweet
EasternTurki,anderscorr,Retweet
Aokdarkness,carolineplayle,Retweet
BioTurboNick,jwgop,Retweet
kellaz26ziggy,JudicialWatch,Retweet
Mielly007,jeremyherb,Retweet
rebulusan,nglrsdjs,Retweet
dorogar01,FitPolitician,Retweet
dorogar01,realDonaldTrump,Mention
flutterfli007,TaylWester,Retweet
JudithKMcHale,kylegriffin1,Retweet
MarcusHWeber,jimsciutto,Retweet
chi_polock,RealCandaceO,Retweet
rosieparfum,ms_sgg,Retweet
yejimjey,brown_skin_rose,Retweet
PottyByNature,ryanstruyk,Retweet
bmTyvc96Apcr68N,JoeNBC,Retweet
Lawrencr15,IngrahamAngle,Retweet
Columbus_Todd,WelshWitch07,Retweet
DebraWi79010999,JoeNBC,Retweet
JohnDoughReally,keithboykin,Retweet
Gislana449Susan,Gislana449Susan,Tweet
shipsofchittim,SaraCarterDC,Retweet
shipsofchittim,toddstarnes,Mention
NORAthe_EXPLORA,CaliaDomenico,Retweet
Omi_082,NYCEMSwatch,Retweet
tiffanii_13,TobiRachel_,Retweet
_buckszz,WarmongerHodges,Retweet
MicahRoschke,AdamMilstein,Retweet
MargieMinutell3,ryanstruyk,Retweet
SchadeTom,kayleighmcenany,Retweet
LorenePaula,WayneDupreeShow,Mention
hermeticis,alx,Retweet
hermeticis,Acosta,Mention
hermeticis,WHO,Mention
anthonylaporta2,GKeile,Retweet
dr4sue,NYTLiz,Retweet
GiGi_1939,B52Malmet,Retweet
GiGi_1939,Amy_Siskind,Mention
SinghSinghk89,MrsGandhi,Retweet
iamjennleal,atrupar,Retweet
SilentBGood,SaraCarterDC,Retweet
SilentBGood,toddstarnes,Mention
IAMLENAYE,BNODesk,Retweet
MiguelSarante,fanquinco,Retweet
MiguelSarante,nypmetro,Mention
PriyambrUyAth,JamesTodaroMD,Retweet
RachelDeltona,aliasvaughn,Retweet
Gingerkelley77,BreitbartNews,Mention
libruhfea,jtbrg,Retweet
mekismet,debbieratto79,Retweet
mekismet,realDonaldTrump,Mention
djey_jay,cloverblossoms_,Retweet
Kaffe_Takk,Pervaizistan,Retweet
Showsha_in,Showsha_in,Tweet
ManishS01281733,derasachasauda,Mention
DesyMckee,LionelRichie,Reply
DesyMckee,LionelRichie,Mention
mericombs12,DavidLat,Retweet
